id,user_id,username,action,resource,result,ip,created_time
234,1,admin,product.update,product:14,SUCCESS,127.0.0.1,2026-07-22 10:29:51.774953+08
235,1,admin,product.update,product:15,SUCCESS,127.0.0.1,2026-07-22 10:29:51.79821+08
236,1,admin,product.update,product:16,SUCCESS,127.0.0.1,2026-07-22 10:29:51.802975+08
237,1,admin,product.update,product:17,SUCCESS,127.0.0.1,2026-07-22 10:29:51.803126+08
238,1,admin,product.update,product:18,SUCCESS,127.0.0.1,2026-07-22 10:29:51.808852+08
239,1,admin,product.update,product:19,SUCCESS,127.0.0.1,2026-07-22 10:29:51.809521+08
240,1,admin,product.update,product:20,SUCCESS,127.0.0.1,2026-07-22 10:29:51.8107+08
78,1,admin,product.update,product:6,SUCCESS,127.0.0.1,2026-07-22 09:55:13.263712+08
79,1,admin,product.update,product:7,SUCCESS,127.0.0.1,2026-07-22 09:55:13.285425+08
80,1,admin,product.update,product:8,SUCCESS,127.0.0.1,2026-07-22 09:55:13.287821+08
84,1,admin,product.update,product:2,SUCCESS,127.0.0.1,2026-07-22 09:55:13.31149+08
86,1,admin,product.update,product:13,SUCCESS,127.0.0.1,2026-07-22 09:55:13.319236+08
88,1,admin,product.update,product:16,SUCCESS,127.0.0.1,2026-07-22 09:55:13.339121+08
89,1,admin,product.update,product:15,SUCCESS,127.0.0.1,2026-07-22 09:55:13.33937+08
91,1,admin,product.update,product:18,SUCCESS,127.0.0.1,2026-07-22 09:55:13.349443+08
92,1,admin,product.update,product:1,SUCCESS,127.0.0.1,2026-07-22 09:55:13.424464+08
93,1,admin,product.update,product:4,SUCCESS,127.0.0.1,2026-07-22 09:55:13.432852+08
94,1,admin,product.update,product:19,SUCCESS,127.0.0.1,2026-07-22 09:55:13.434284+08
95,1,admin,product.update,product:20,SUCCESS,127.0.0.1,2026-07-22 09:55:13.438612+08
96,1,admin,product.update,product:21,SUCCESS,127.0.0.1,2026-07-22 09:55:13.440232+08
98,1,admin,product.update,product:23,SUCCESS,127.0.0.1,2026-07-22 09:55:13.451699+08
99,1,admin,product.update,product:24,SUCCESS,127.0.0.1,2026-07-22 09:55:13.461508+08
100,1,admin,product.update,product:25,SUCCESS,127.0.0.1,2026-07-22 09:55:13.464+08
101,1,admin,product.update,product:26,SUCCESS,127.0.0.1,2026-07-22 09:55:13.470394+08
102,1,admin,product.update,product:28,SUCCESS,127.0.0.1,2026-07-22 09:55:13.471817+08
104,1,admin,product.update,product:29,SUCCESS,127.0.0.1,2026-07-22 09:55:13.478027+08
105,1,admin,product.update,product:30,SUCCESS,127.0.0.1,2026-07-22 09:55:13.487569+08
106,1,admin,product.update,product:31,SUCCESS,127.0.0.1,2026-07-22 09:55:13.489752+08
107,1,admin,product.update,product:32,SUCCESS,127.0.0.1,2026-07-22 09:55:13.496263+08
108,1,admin,product.update,product:33,SUCCESS,127.0.0.1,2026-07-22 09:55:13.503616+08
109,1,admin,product.update,product:35,SUCCESS,127.0.0.1,2026-07-22 09:55:13.50706+08
110,1,admin,product.update,product:34,SUCCESS,127.0.0.1,2026-07-22 09:55:13.507424+08
111,1,admin,product.update,product:36,SUCCESS,127.0.0.1,2026-07-22 09:55:13.514723+08
112,1,admin,product.update,product:37,SUCCESS,127.0.0.1,2026-07-22 09:55:13.521175+08
114,1,admin,product.update,product:39,SUCCESS,127.0.0.1,2026-07-22 09:55:13.529653+08
115,1,admin,product.update,product:40,SUCCESS,127.0.0.1,2026-07-22 09:55:13.532579+08
116,1,admin,product.update,product:41,SUCCESS,127.0.0.1,2026-07-22 09:55:13.533491+08
117,1,admin,product.update,product:42,SUCCESS,127.0.0.1,2026-07-22 09:55:13.536051+08
119,1,admin,product.update,product:18,SUCCESS,127.0.0.1,2026-07-22 09:55:39.618183+08
120,1,admin,product.update,product:7,SUCCESS,127.0.0.1,2026-07-22 09:55:39.618681+08
121,1,admin,news.update,news:9,SUCCESS,127.0.0.1,2026-07-22 10:00:07.441281+08
122,1,admin,news.update,news:8,SUCCESS,127.0.0.1,2026-07-22 10:00:48.503169+08
123,1,admin,news.update,news:7,SUCCESS,127.0.0.1,2026-07-22 10:00:57.664751+08
124,1,admin,news.update,news:6,SUCCESS,127.0.0.1,2026-07-22 10:01:06.219277+08
125,1,admin,news.update,news:4,SUCCESS,127.0.0.1,2026-07-22 10:01:22.63518+08
126,1,admin,news.update,news:3,SUCCESS,127.0.0.1,2026-07-22 10:01:42.571968+08
127,1,admin,news.update,news:1,SUCCESS,127.0.0.1,2026-07-22 10:01:59.145353+08
128,1,admin,news.update,news:5,SUCCESS,127.0.0.1,2026-07-22 10:02:31.558362+08
129,1,admin,product.delete,product:1,SUCCESS,127.0.0.1,2026-07-22 10:06:21.126882+08
130,1,admin,product.update,product:2,SUCCESS,127.0.0.1,2026-07-22 10:06:55.682986+08
132,1,admin,product.update,product:1,SUCCESS,127.0.0.1,2026-07-22 10:11:32.651722+08
134,1,admin,product.update,product:1,SUCCESS,127.0.0.1,2026-07-22 10:14:16.173077+08
135,1,admin,product.update,product:2,SUCCESS,127.0.0.1,2026-07-22 10:14:16.190168+08
136,1,admin,product.update,product:3,SUCCESS,127.0.0.1,2026-07-22 10:14:16.191145+08
137,1,admin,product.update,product:5,SUCCESS,127.0.0.1,2026-07-22 10:14:16.192727+08
138,1,admin,product.update,product:9,SUCCESS,127.0.0.1,2026-07-22 10:14:16.19298+08
139,1,admin,product.update,product:6,SUCCESS,127.0.0.1,2026-07-22 10:14:16.199525+08
140,1,admin,product.update,product:7,SUCCESS,127.0.0.1,2026-07-22 10:14:16.214678+08
141,1,admin,product.update,product:8,SUCCESS,127.0.0.1,2026-07-22 10:14:16.221024+08
142,1,admin,product.update,product:10,SUCCESS,127.0.0.1,2026-07-22 10:14:16.233703+08
143,1,admin,product.update,product:12,SUCCESS,127.0.0.1,2026-07-22 10:14:16.235281+08
144,1,admin,product.update,product:11,SUCCESS,127.0.0.1,2026-07-22 10:14:16.235435+08
145,1,admin,product.update,product:13,SUCCESS,127.0.0.1,2026-07-22 10:14:16.24147+08
146,1,admin,product.update,product:14,SUCCESS,127.0.0.1,2026-07-22 10:14:16.244714+08
147,1,admin,product.update,product:4,SUCCESS,127.0.0.1,2026-07-22 10:14:16.247716+08
148,1,admin,product.update,product:15,SUCCESS,127.0.0.1,2026-07-22 10:14:16.256808+08
149,1,admin,product.update,product:16,SUCCESS,127.0.0.1,2026-07-22 10:14:16.261577+08
150,1,admin,product.update,product:17,SUCCESS,127.0.0.1,2026-07-22 10:14:16.261985+08
151,1,admin,product.update,product:18,SUCCESS,127.0.0.1,2026-07-22 10:14:16.276245+08
152,1,admin,product.update,product:20,SUCCESS,127.0.0.1,2026-07-22 10:14:16.279383+08
153,1,admin,product.update,product:19,SUCCESS,127.0.0.1,2026-07-22 10:14:16.281835+08
154,1,admin,product.update,product:21,SUCCESS,127.0.0.1,2026-07-22 10:14:16.284466+08
155,1,admin,product.update,product:22,SUCCESS,127.0.0.1,2026-07-22 10:14:16.291687+08
156,1,admin,product.update,product:23,SUCCESS,127.0.0.1,2026-07-22 10:14:16.292647+08
157,1,admin,product.update,product:24,SUCCESS,127.0.0.1,2026-07-22 10:14:16.36572+08
158,1,admin,product.update,product:25,SUCCESS,127.0.0.1,2026-07-22 10:14:16.373434+08
159,1,admin,product.update,product:28,SUCCESS,127.0.0.1,2026-07-22 10:14:16.383375+08
160,1,admin,product.update,product:27,SUCCESS,127.0.0.1,2026-07-22 10:14:16.384717+08
161,1,admin,product.update,product:29,SUCCESS,127.0.0.1,2026-07-22 10:14:16.385075+08
162,1,admin,product.update,product:26,SUCCESS,127.0.0.1,2026-07-22 10:14:16.386115+08
163,1,admin,product.update,product:30,SUCCESS,127.0.0.1,2026-07-22 10:14:16.391942+08
164,1,admin,product.update,product:31,SUCCESS,127.0.0.1,2026-07-22 10:14:16.395327+08
165,1,admin,product.update,product:32,SUCCESS,127.0.0.1,2026-07-22 10:14:16.415193+08
